Lat,Lon,Value
23.1038626006936,105.553933102031,1626.97595214844
23.1012511818136,105.525116076331,81142.3515625
23.1008011576422,105.524626085099,50580.48046875
23.1007096306369,105.5514789723,35.9119987487793
23.1002545707923,105.552453591258,6748.94384765625
23.09989948421,105.524134344777,5795.52001953125
23.0994478365298,105.524132592467,266.664001464844
23.0993563985395,105.550985212857,0
23.0989961888236,105.524130840201,7807.576171875
23.0989030480779,105.551471597381,0
23.0985445410915,105.524129087979,8861.431640625
23.0980912716949,105.524615561578,50671.984375
23.0967395699266,105.523633858607,3156.44799804688
23.0961931734604,105.551460536395,3411.19995117188
23.0952898817136,105.55145684977,4551.31201171875
23.0935828843738,105.522156978171,38963.16796875
23.0935650336299,105.527527281738,71218.4375
23.0931312361894,105.522155233004,803.351989746094
23.0922311654999,105.521175333188,1057.69604492188
23.0922084584202,105.528010196786,630.799987792969
23.0917795171674,105.521173591416,46369.6640625
23.0913067943916,105.527518466615,182.744003295898
23.090851881681,105.528493102401,41310.6640625
23.0907494058701,105.558273175103,1880.47998046875
23.0904261824888,105.520680168016,13416.7041015625
23.0899648487447,105.523607607689,0
23.0895228855202,105.520676688129,37482.0546875
23.0890728458571,105.520186754753,50137.83984375
23.0886211972729,105.520185016551,45551.6015625
23.0876507037321,105.540197236707,0
23.0872517185635,105.524573483385,3654.40795898438
23.0871448493887,105.555817333617,329.048004150391
23.0867837796426,105.529453578155,71160.15625
23.0863304942817,105.529939992056,0
23.0858983940567,105.524080043669,9313.1279296875
23.0854499823461,105.523101932397,60
23.0854467455721,105.524078292726,0
23.0854418790951,105.525542832889,717.328002929688
23.0849902306905,105.525541077097,249.839996337891
23.0845450675959,105.523586614091,1577.35998535156
23.0840966525434,105.522608514278,378
23.0836466183237,105.522118594651,2682.6640625
23.0831901217249,105.523581366682,0
23.0831738641859,105.528463084583,2566.6640625
23.0826335342133,105.554334262499,0
23.0826232277651,105.557263266807,274.664001464844
23.0822916719804,105.522113362182,0
23.082286824348,105.52357786863,855.135986328125
23.0794685798309,105.555297613522,161.824005126953
23.079020362159,105.55431944999,9569.51171875
23.0781102054497,105.556268351842,2882.2958984375
23.0755120907134,105.523551638851,283.496002197266
23.0755023578981,105.526480503837,11.7040004730225
23.0754974711316,105.527944935734,79008.8671875
23.0741652119665,105.521105696499,112
23.0741603752822,105.522570115182,365.264007568359
23.0741571432862,105.523546394084,0
23.0741522839825,105.525010812108,103.272003173828
23.0740522478723,105.554299087662,370.023986816406
23.0736810623887,105.530866707602,0
23.0732489857798,105.525007306038,89.5999984741211
23.0728054274104,105.52256488059,45.3279991149902
23.0723342973117,105.528420728354,0
23.0720462997247,105.608473821845,38320.53515625
23.0718956593805,105.524513916116,2206.9599609375
23.0714697420936,105.516702086635,0
23.0714665467066,105.517678347031,20765.888671875
23.0705728147907,105.514746128221,8896
23.0705696316047,105.515722382446,30488.3671875
23.0705600458615,105.51865114408,14241.095703125
23.0701163878235,105.51620878612,6592
23.070114792496,105.516696911494,0
23.0701131956608,105.517185036826,792.247985839844
23.069961572583,105.561604254799,67
23.06964710673,105.521576421592,487.160003662109
23.0687582459342,105.517179857188,37192.96875
23.0687566476958,105.517667977588,73.1360015869141
23.0683033980587,105.518154368227,26206.583984375
23.0683017968401,105.51864248691,39418.9765625
23.0681146907899,105.572823380371,4122.1201171875
23.0678469400679,105.519616989585,11718.18359375
23.0673952902298,105.519615255067,777.872009277344
23.0673936845584,105.520103370361,518.664001464844
23.0669420347294,105.520101634258,33930.14453125
23.0669404275856,105.520589747879,2259.80810546875
23.0664871691495,105.521076122138,1285.52795410156
23.0660355193386,105.521074382864,5132.6162109375
23.0655822594485,105.52156075228,1038.92797851563
23.065125770522,105.523023332254,343.496002197266
23.0646773482769,105.522045376038,173.479995727539
23.0642240854699,105.522531737353,739.424011230469
23.0633223986662,105.5220401491,350.399993896484
23.0628691358869,105.522526505661,6109.98388671875
23.0592462287577,105.525441070029,0
23.0578485907822,105.538125890647,0
23.0578031826652,105.551304018453,0
23.0542683193293,105.528350191506,121.47200012207
23.053366649538,105.527858602468,59.1040000915527
23.0488370667877,105.531745377551,161.919998168945
23.045168897713,105.547836303514,95.9440002441406
23.0433841492729,105.541484649538,141.951995849609
23.0424941677974,105.537576847242,155.216003417969
23.0260596814046,105.58679664129,1142.40002441406
23.025608034319,105.586794686488,461.959991455078
23.0251563872075,105.586792731734,1265.69604492188
23.025154577184,105.58728068928,1916.47998046875
23.02470474007,105.58679077703,2117.76806640625
23.024702930086,105.58727873295,0
23.0233443643929,105.588248766199,1271.5439453125
23.0224392558229,105.588732795131,2237.32788085938
23.0204155403804,105.521874833583,45787.625
23.0087556768671,105.495970704236,824
22.9787649194351,106.203625325702,796
22.9785023545388,105.493421202311,649.599975585938
22.9699309791612,105.619234401607,40303.0625
22.9697549012278,105.544117547334,206
22.9689443865481,105.640203616106,1362.80004882813
22.9671749477908,105.630927959461,0
22.9667018627444,105.636291040108,2085.65600585938
22.9666999048059,105.636778783104,18897.87109375
22.9659374419175,105.600681669331,44721
22.9634132501684,105.549457374679,0
22.9629548252313,105.551406498618,50.6640014648438
22.9621558786169,105.643585803015,31788.328125
22.9620413167007,105.554329238451,265.600006103516
22.9616251319173,105.544085015933,54
22.9615913673805,105.553839665533,380.600006103516
22.9611650931115,105.546521865092,7.49599981307983
22.9611634116704,105.54700959616,1167.63195800781
22.9607451009118,105.537253181995,646.263977050781
22.9607151190776,105.54603232068,1724.04797363281
22.9607016378487,105.549934155348,0
22.9606948612415,105.551885071577,0
